Species	gtdb_taxonomy	genus	sp	accession	gtdb_type_species_of_genus	Oxygen tolerance raw	Oxygen tolerance	random_id
Pseudonocardia ammonioxydans	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Pseudonocardiaceae;g__Pseudonocardia;s__Pseudonocardia ammonioxydans	g__Pseudonocardia	s__Pseudonocardia ammonioxydans	RS_GCF_900115005.1	f	aerobe	aerobe	2737
Marinobacterium zhoushanense	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Nitrincolaceae;g__Marinobacterium;s__Marinobacterium zhoushanense	g__Marinobacterium	s__Marinobacterium zhoushanense	GB_GCA_014641945.1	f	facultative anaerobe	aerobe	2735
Brenneria goodwinii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Brenneria;s__Brenneria goodwinii	g__Brenneria	s__Brenneria goodwinii	RS_GCF_002291445.1	f	facultative anaerobe	aerobe	2733
Puniceibacterium confluentis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Puniceibacterium;s__Puniceibacterium confluentis	g__Puniceibacterium	s__Puniceibacterium confluentis	RS_GCF_007923445.1	f	aerobe	aerobe	2731
Herbiconiux flava	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Herbiconiux;s__Herbiconiux flava	g__Herbiconiux	s__Herbiconiux flava	RS_GCF_013409865.1	f	aerobe	aerobe	2730
Rhizobium wenxiniae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Neorhizobium;s__Neorhizobium wenxiniae	g__Neorhizobium	s__Neorhizobium wenxiniae	RS_GCF_014201355.1	f	aerobe	aerobe	2729
Pyrobaculum oguniense	d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum oguniense	g__Pyrobaculum	s__Pyrobaculum oguniense	GB_GCA_000247545.1	f	anaerobe	anaerobe	2729
Sagittula marina	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sagittula;s__Sagittula marina	g__Sagittula	s__Sagittula marina	RS_GCF_014196795.1	f	aerobe	aerobe	2728
Kingella denitrificans	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Kingella_A;s__Kingella_A denitrificans	g__Kingella_A	s__Kingella_A denitrificans	RS_GCF_000190695.1	f	microaerophile	aerobe	2719
Actinobacillus seminis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Actinobacillus_B;s__Actinobacillus_B seminis	g__Actinobacillus_B	s__Actinobacillus_B seminis	RS_GCF_002263215.1	f	microaerophile	aerobe	2718
Helicobacter aurati	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_A;s__Helicobacter_A aurati	g__Helicobacter_A	s__Helicobacter_A aurati	RS_GCF_003364265.1	f	microaerophile	aerobe	2716
Exiguobacterium mexicanum	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium;s__Exiguobacterium mexicanum	g__Exiguobacterium	s__Exiguobacterium mexicanum	RS_GCF_005960665.1	f	aerobe	aerobe	2712
Halolactibacillus alkaliphilus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Halolactibacillus;s__Halolactibacillus alkaliphilus	g__Halolactibacillus	s__Halolactibacillus alkaliphilus	RS_GCF_900115465.1	f	facultative anaerobe	aerobe	2708
Clostridium grantii	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AF;s__Clostridium_AF grantii	g__Clostridium_AF	s__Clostridium_AF grantii	RS_GCF_900129965.1	f	anaerobe	anaerobe	2704
Hathewaya proteolytica	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Hathewaya;s__Hathewaya proteolytica	g__Hathewaya	s__Hathewaya proteolytica	RS_GCF_900142225.1	f	anaerobe,obligate anaerobe	anaerobe	2697
Solimonas variicoloris	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nevskiales;f__Nevskiaceae;g__Solimonas;s__Solimonas variicoloris	g__Solimonas	s__Solimonas variicoloris	RS_GCF_000382285.1	f	aerobe	aerobe	2696
Salinimonas sediminis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Salinimonas;s__Salinimonas sediminis	g__Salinimonas	s__Salinimonas sediminis	RS_GCF_003429285.1	f	aerobe	aerobe	2686
Desulfotignum phosphitoxidans	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfotignum;s__Desulfotignum phosphitoxidans	g__Desulfotignum	s__Desulfotignum phosphitoxidans	RS_GCF_000350545.1	f	anaerobe	anaerobe	2684
Rhodohalobacter barkolensis	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Balneolaceae;g__Rhodohalobacter;s__Rhodohalobacter barkolensis	g__Rhodohalobacter	s__Rhodohalobacter barkolensis	RS_GCF_002834295.1	f	aerobe	aerobe	2678
Rhodocyclus tenuis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Rhodocyclus;s__Rhodocyclus tenuis	g__Rhodocyclus	s__Rhodocyclus tenuis	RS_GCF_014197755.1	f	anaerobe	anaerobe	2677
Kribbella pittospori	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Kribbellaceae;g__Kribbella;s__Kribbella pittospori	g__Kribbella	s__Kribbella pittospori	RS_GCF_004331465.1	f	aerobe	aerobe	2672
Methylophaga nitratireducenticrescens	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga nitratireducenticrescens	g__Methylophaga	s__Methylophaga nitratireducenticrescens	RS_GCF_000260985.4	f	aerobe	aerobe	2667
Agrobacterium salinitolerans	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Agrobacterium;s__Agrobacterium salinitolerans	g__Agrobacterium	s__Agrobacterium salinitolerans	RS_GCF_002008225.1	f	aerobe	aerobe	2665
Treponema brennaborense	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_F;s__Treponema_F brennaborense	g__Treponema_F	s__Treponema_F brennaborense	RS_GCF_000212415.1	f	anaerobe	anaerobe	2657
Tenacibaculum todarodis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum_A;s__Tenacibaculum_A todarodis	g__Tenacibaculum_A	s__Tenacibaculum_A todarodis	RS_GCF_001889045.1	f	aerobe	aerobe	2653
Pseudomonas guangdongensis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_K;s__Pseudomonas_K guangdongensis	g__Pseudomonas_K	s__Pseudomonas_K guangdongensis	RS_GCF_900105885.1	f	facultative anaerobe	aerobe	2651
Pectinatus brassicae	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Pectinatus;s__Pectinatus brassicae	g__Pectinatus	s__Pectinatus brassicae	RS_GCF_014201835.1	f	anaerobe	anaerobe	2647
Agrococcus jejuensis	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Agrococcus;s__Agrococcus jejuensis	g__Agrococcus	s__Agrococcus jejuensis	RS_GCF_900099705.1	f	aerobe	aerobe	2646
Gemmobacter lanyuensis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Gemmobacter;s__Gemmobacter lanyuensis	g__Gemmobacter	s__Gemmobacter lanyuensis	GB_GCA_014652355.1	f	facultative anaerobe	aerobe	2645
Clostridium sporogenes	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_F;s__Clostridium_F sporogenes	g__Clostridium_F	s__Clostridium_F sporogenes	RS_GCF_001020205.1	f	anaerobe	anaerobe	2633
Actinomyces ruminicola	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces ruminicola	g__Actinomyces	s__Actinomyces ruminicola	RS_GCF_900103885.1	f	obligate anaerobe	anaerobe	2630
Selenomonas bovis	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_C;s__Selenomonas_C sp002351185	g__Selenomonas_C	s__Selenomonas_C sp002351185	RS_GCF_902763085.1	f	anaerobe	anaerobe	2629
Gryllotalpicola ginsengisoli	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Gryllotalpicola;s__Gryllotalpicola ginsengisoli	g__Gryllotalpicola	s__Gryllotalpicola ginsengisoli	RS_GCF_000419445.1	f	aerobe	aerobe	2629
Amphibacillus jilinensis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Amphibacillus_C;s__Amphibacillus_C jilinensis	g__Amphibacillus_C	s__Amphibacillus_C jilinensis	RS_GCF_000306965.1	f	facultative anaerobe	aerobe	2627
Serinicoccus profundi	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Dermatophilaceae;g__Serinicoccus;s__Serinicoccus profundi	g__Serinicoccus	s__Serinicoccus profundi	RS_GCF_008001015.1	f	aerobe	aerobe	2627
Pediococcus cellicola	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus cellicola	g__Pediococcus	s__Pediococcus cellicola	RS_GCF_001438655.1	f	facultative anaerobe,microaerophile	aerobe	2624
Belliella pelovolcani	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Belliella;s__Belliella pelovolcani	g__Belliella	s__Belliella pelovolcani	RS_GCF_900156785.1	f	aerobe	aerobe	2622
Thioalkalivibrio halophilus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio;s__Thioalkalivibrio halophilus	g__Thioalkalivibrio	s__Thioalkalivibrio halophilus	RS_GCF_001995255.1	f	anaerobe	anaerobe	2619
Clostridium bovifaecis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_H;s__Clostridium_H bovifaecis	g__Clostridium_H	s__Clostridium_H bovifaecis	GB_GCA_009738435.1	f	anaerobe	anaerobe	2616
Serratia oryzae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Chania;s__Chania oryzae	g__Chania	s__Chania oryzae	RS_GCF_001976145.1	f	facultative anaerobe	aerobe	2613
Pseudomonas luteola	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_B;s__Pseudomonas_B luteola	g__Pseudomonas_B	s__Pseudomonas_B luteola	RS_GCF_002091675.1	f	aerobe	aerobe	2609
Aeromicrobium choanae	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;s__Aeromicrobium choanae	g__Aeromicrobium	s__Aeromicrobium choanae	RS_GCF_900167475.1	f	obligate aerobe	aerobe	2608
Robiginitalea myxolifaciens	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__Robiginitalea myxolifaciens	g__Robiginitalea	s__Robiginitalea myxolifaciens	RS_GCF_900115205.1	f	aerobe	aerobe	2603
Alteromonas aestuariivivens	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas_D;s__Alteromonas_D aestuariivivens	g__Alteromonas_D	s__Alteromonas_D aestuariivivens	RS_GCF_003367475.1	f	aerobe	aerobe	2593
Pontibacter ramchanderi	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Pontibacter;s__Pontibacter ramchanderi	g__Pontibacter	s__Pontibacter ramchanderi	RS_GCF_002846395.1	f	aerobe	aerobe	2591
Sutterella parvirubra	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Sutterella;s__Sutterella parvirubra	g__Sutterella	s__Sutterella parvirubra	RS_GCF_000250875.1	f	anaerobe	anaerobe	2588
Lutibacter profundi	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__Lutibacter profundi	g__Lutibacter	s__Lutibacter profundi	RS_GCF_001543325.1	f	microaerophile	aerobe	2588
Staphylococcus pasteuri	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus_A;s__Staphylococcus_A pasteuri	g__Staphylococcus_A	s__Staphylococcus_A pasteuri	RS_GCF_003970575.1	f	aerobe	aerobe	2584
Spiribacter roseus	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrococcales;f__Nitrococcaceae;g__Spiribacter;s__Spiribacter roseus	g__Spiribacter	s__Spiribacter roseus	RS_GCF_002813635.1	f	aerobe	aerobe	2580
Lentibacillus halodurans	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Amphibacillaceae;g__Lentibacillus;s__Lentibacillus halodurans	g__Lentibacillus	s__Lentibacillus halodurans	RS_GCF_900112045.1	f	obligate aerobe	aerobe	2579
Marinospirillum insulare	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Marinospirillum;s__Marinospirillum insulare	g__Marinospirillum	s__Marinospirillum insulare	RS_GCF_000686905.1	f	aerobe	aerobe	2575
Aureimonas glaciei	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Aureimonas_A;s__Aureimonas_A glaciei	g__Aureimonas_A	s__Aureimonas_A glaciei	GB_GCA_014643375.1	f	aerobe	aerobe	2570
Melghirimyces profundicolus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Thermoactinomycetales;f__Thermoactinomycetaceae;g__Melghirimyces;s__Melghirimyces profundicolus	g__Melghirimyces	s__Melghirimyces profundicolus	RS_GCF_003054245.1	f	aerobe	aerobe	2568
Pseudothermotoga elfii	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Pseudothermotoga_B;s__Pseudothermotoga_B elfii	g__Pseudothermotoga_B	s__Pseudothermotoga_B elfii	RS_GCF_000504085.1	f	anaerobe	anaerobe	2566
Aequorivita sublithincola	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita;s__Aequorivita sublithincola	g__Aequorivita	s__Aequorivita sublithincola	RS_GCF_000265385.1	f	obligate aerobe	aerobe	2561
Clostridium tyrobutyricum	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_B;s__Clostridium_B tyrobutyricum	g__Clostridium_B	s__Clostridium_B tyrobutyricum	RS_GCF_000359585.1	f	anaerobe	anaerobe	2551
Citrobacter farmeri	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Citrobacter_A;s__Citrobacter_A farmeri	g__Citrobacter_A	s__Citrobacter_A farmeri	RS_GCF_002249995.1	f	aerobe	aerobe	2550
Porphyrobacter algicida	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Qipengyuania;s__Qipengyuania algicida	g__Qipengyuania	s__Qipengyuania algicida	RS_GCF_009828025.1	f	aerobe	aerobe	2550
Pontibacillus halophilus	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_D;f__Halobacillaceae;g__Pontibacillus_A;s__Pontibacillus_A halophilus	g__Pontibacillus_A	s__Pontibacillus_A halophilus	RS_GCF_000425205.1	f	obligate aerobe	aerobe	2545
Paraferrimonas haliotis	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Shewanellaceae;g__Paraferrimonas;s__Paraferrimonas haliotis	g__Paraferrimonas	s__Paraferrimonas haliotis	RS_GCF_002282895.1	f	facultative anaerobe	aerobe	2545
Eubacterium ramulus	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I ramulus	g__Eubacterium_I	s__Eubacterium_I ramulus	RS_GCF_000469345.1	f	anaerobe	anaerobe	2534
Spiroplasma platyhelix	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__VBWQ01;g__Spiroplasma_D;s__Spiroplasma_D platyhelix	g__Spiroplasma_D	s__Spiroplasma_D platyhelix	RS_GCF_012163225.1	f	microaerophile	aerobe	2524
Undibacterium terreum	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Undibacterium;s__Undibacterium terreum	g__Undibacterium	s__Undibacterium terreum	GB_GCA_014636315.1	f	aerobe	aerobe	2522
Geoalkalibacter subterraneus	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__Geoalkalibacteraceae;g__Geoalkalibacter_A;s__Geoalkalibacter_A subterraneus	g__Geoalkalibacter_A	s__Geoalkalibacter_A subterraneus	RS_GCF_000827125.1	f	anaerobe	anaerobe	2522
Haemophilus aegyptius	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus;s__Haemophilus aegyptius	g__Haemophilus	s__Haemophilus aegyptius	RS_GCF_900475885.1	f	aerobe,microaerophile	aerobe	2520
Aliivibrio sifiae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Aliivibrio;s__Aliivibrio sifiae	g__Aliivibrio	s__Aliivibrio sifiae	RS_GCF_002954715.1	f	aerobe	aerobe	2519
Rhizobium vignae	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Neorhizobium;s__Neorhizobium vignae	g__Neorhizobium	s__Neorhizobium vignae	RS_GCF_000732195.1	f	aerobe	aerobe	2514
Dehalogenimonas alkenigignens	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalogenimonas;s__Dehalogenimonas alkenigignens	g__Dehalogenimonas	s__Dehalogenimonas alkenigignens	RS_GCF_001466665.1	f	anaerobe	anaerobe	2509
Clostridium cadaveris	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_X;s__Clostridium_X cadaveris	g__Clostridium_X	s__Clostridium_X cadaveris	RS_GCF_000424205.1	f	anaerobe	anaerobe	2508
Bacillus benzoevorans	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__DSM-18226;g__Bacillus_BD;s__Bacillus_BD benzoevorans	g__Bacillus_BD	s__Bacillus_BD benzoevorans	RS_GCF_014207535.1	f	facultative anaerobe,microaerophile	aerobe	2507
Campylobacter hominis	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B hominis	g__Campylobacter_B	s__Campylobacter_B hominis	RS_GCF_000017585.1	f	anaerobe,obligate anaerobe	anaerobe	2501
Desulfonatronum thioautotrophicum	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfonatronaceae;g__Desulfonatronum;s__Desulfonatronum thioautotrophicum	g__Desulfonatronum	s__Desulfonatronum thioautotrophicum	RS_GCF_000934745.1	f	anaerobe	anaerobe	2496
Cohaesibacter marisflavi	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Cohaesibacteraceae;g__Cohaesibacter;s__Cohaesibacter marisflavi	g__Cohaesibacter	s__Cohaesibacter marisflavi	RS_GCF_900115225.1	f	facultative anaerobe	aerobe	2493
Hippea jasoniae	d__Bacteria;p__Campylobacterota;c__Desulfurellia;o__Desulfurellales;f__Hippeaceae;g__Hippea_A;s__Hippea_A jasoniae	g__Hippea_A	s__Hippea_A jasoniae	RS_GCF_000744435.1	f	anaerobe	anaerobe	2492
Rubrobacter taiwanensis	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_C;s__Rubrobacter_C taiwanensis	g__Rubrobacter_C	s__Rubrobacter_C taiwanensis	RS_GCF_004337705.1	f	aerobe	aerobe	2491
Riemerella columbina	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Riemerella;s__Riemerella columbina	g__Riemerella	s__Riemerella columbina	RS_GCF_000374405.1	f	microaerophile	aerobe	2490
Streptacidiphilus pinicola	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptacidiphilus;s__Streptacidiphilus pinicola	g__Streptacidiphilus	s__Streptacidiphilus pinicola	RS_GCF_003258295.1	f	aerobe	aerobe	2489
Yoonia litorea	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__Yoonia litorea	g__Yoonia	s__Yoonia litorea	RS_GCF_900114675.1	f	aerobe	aerobe	2479
Rhodobacter johrii	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cereibacter_A;s__Cereibacter_A johrii	g__Cereibacter_A	s__Cereibacter_A johrii	RS_GCF_001720585.1	f	anaerobe	anaerobe	2478
Terriglobus saanensis	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Terriglobus;s__Terriglobus saanensis	g__Terriglobus	s__Terriglobus saanensis	RS_GCF_000179915.2	f	aerobe	aerobe	2478
Aerococcus suis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus;s__Aerococcus suis	g__Aerococcus	s__Aerococcus suis	RS_GCF_900176325.1	f	aerobe,facultative anaerobe,microaerophile	aerobe	2477
Akkermansia glycaniphila	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia glycaniphila	g__Akkermansia	s__Akkermansia glycaniphila	RS_GCF_001683795.1	f	anaerobe	anaerobe	2473
Pseudorhodobacter wandonensis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudorhodobacter;s__Pseudorhodobacter wandonensis	g__Pseudorhodobacter	s__Pseudorhodobacter wandonensis	RS_GCF_001202035.1	f	aerobe	aerobe	2473
Pseudarthrobacter oxydans	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Pseudarthrobacter;s__Pseudarthrobacter oxydans	g__Pseudarthrobacter	s__Pseudarthrobacter oxydans	RS_GCF_013314975.1	f	aerobe	aerobe	2472
Rhodococcus ruber	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus ruber	g__Rhodococcus	s__Rhodococcus ruber	RS_GCF_001894945.1	f	microaerophile	aerobe	2468
Alkaliphilus peptidifermentans	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Natronincolaceae;g__Alkaliphilus_C;s__Alkaliphilus_C peptidifermentans	g__Alkaliphilus_C	s__Alkaliphilus_C peptidifermentans	RS_GCF_900101495.1	f	anaerobe	anaerobe	2458
Paenarthrobacter histidinolovorans	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Paenarthrobacter;s__Paenarthrobacter histidinolovorans	g__Paenarthrobacter	s__Paenarthrobacter histidinolovorans	GB_GCA_014647595.1	f	aerobe	aerobe	2451
Archaeoglobus veneficus	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus_C;s__Archaeoglobus_C veneficus	g__Archaeoglobus_C	s__Archaeoglobus_C veneficus	RS_GCF_000194625.1	f	anaerobe	anaerobe	2450
Xanthomonas fragariae	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas;s__Xanthomonas fragariae	g__Xanthomonas	s__Xanthomonas fragariae	RS_GCF_900380035.1	f	aerobe	aerobe	2449
Streptosporangium becharense	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptosporangiales;f__Streptosporangiaceae;g__Streptosporangium;s__Streptosporangium becharense	g__Streptosporangium	s__Streptosporangium becharense	RS_GCF_014204985.1	f	aerobe	aerobe	2449
